"","Soil_1a","Soil_1b","Soil_1c","Soil_2a","Soil_2b","Soil_2c","Soil_3a","Soil_4a","Soil_4b","Water","Zymo_mock"
"Rickettsiaceae",0,0,0,0,0,0,0,9,4,0,0
"Rickettsiales_unclassified",0,0,0,0,0,0,0,1,1,0,0
"SM2D12",1,0,1,0,0,1,0,2,6,0,0
"Sneathiellaceae",0,0,0,0,0,1,1,1,3,0,0
"Sphingomonadaceae",90,0,159,800,2,1029,31,609,764,3,0
"Thalassobaculaceae",0,0,0,0,0,0,0,5,1,0,0
"Geminicoccaceae",11,0,17,582,0,386,3,1013,1005,1,0
"Bacteriovoracaceae",0,0,0,9,0,14,1,52,46,0,0
"Bdellovibrionaceae",5,0,0,18,0,19,6,71,68,0,0
"Bradymonadaceae",0,0,0,0,0,0,0,1,1,0,0
"Bradymonadales_fa",0,0,0,0,0,0,0,14,28,0,0
"Bradymonadales_unclassified",0,0,0,0,0,0,0,0,6,0,0
"DTB120_fa",0,0,0,0,0,0,1,0,0,0,0
"Syntrophorhabdaceae",0,0,0,0,0,0,0,0,1,0,0
"Deltaproteobacteria_unclassified",20,0,21,64,0,44,9,79,115,0,0
"Desulfarculaceae",13,0,14,1,0,0,4,39,60,0,0
"Desulfobacteraceae",0,0,0,0,0,0,14,49,57,0,0
"Desulfobulbaceae",0,0,0,1,0,0,16,73,57,0,0
"Desulfomicrobiaceae",0,0,0,0,0,0,3,0,0,0,0
"Desulfovibrionaceae",0,0,0,0,0,0,1,2,6,0,0
"Desulfuromonadaceae",0,0,0,0,0,0,2,11,29,0,0
"Desulfuromonadales_fa",0,0,0,0,0,0,0,1,1,0,0
"Desulfuromonadales_unclassified",0,0,0,0,0,1,3,1,3,0,0
"Geobacteraceae",0,0,0,0,0,0,25,11,14,0,0
"MA-28-I98C",0,0,0,0,0,0,2,0,0,0,0
"MBNT15_fa",0,0,0,0,0,0,27,36,59,0,0
"27F-1492R",0,0,0,3,0,4,0,0,0,0,0
"Archangiaceae",20,0,22,8,0,17,132,16,17,0,0
"BIrii41",55,0,56,52,0,32,19,180,183,0,0
"Blfdi19",6,0,3,10,0,12,0,37,29,0,0
"Eel-36e1D6",0,0,0,0,0,0,0,1,10,0,0
"Haliangiaceae",107,0,122,46,0,60,27,114,157,0,0
"KD3-10",1,0,2,0,0,0,0,0,0,0,0
"Myxococcaceae",0,0,0,0,0,0,2,0,0,0,0
"Myxococcales_unclassified",26,0,33,44,0,24,69,74,135,0,0
"Nannocystaceae",1,0,0,26,0,37,2,69,70,0,0
"P3OB-42",3,0,0,4,0,10,2,12,14,0,0
"Phaselicystidaceae",17,0,24,4,0,10,3,0,0,0,0
"Polyangiaceae",32,0,35,28,0,25,14,50,71,0,0
"Sandaracinaceae",1,0,2,90,0,85,5,106,90,0,0
"UASB-TL25",0,0,0,0,0,0,0,1,0,0,0
"Vulgatibacteraceae",0,0,0,1,0,0,0,10,14,0,0
"bacteriap25",9,0,18,5,0,6,0,3,8,0,0
"mle1-27",3,0,7,6,0,10,3,0,0,0,0
"NB1-j_fa",0,0,1,1,0,3,8,155,408,0,0
"0319-6G20",10,0,14,8,0,9,5,21,13,0,0
"Oligoflexaceae",0,0,0,6,0,8,4,41,27,0,0
"PB19_fa",0,0,0,0,0,1,0,5,2,0,0
"RCP2-54_fa",41,0,48,74,0,51,15,125,165,0,0
"SAR324_clade(Marine_group_B)_fa",0,0,0,4,0,4,1,2,10,0,0
"Sva0485_fa",0,0,0,0,0,0,3,3,3,0,0
"Syntrophaceae",0,0,0,0,0,0,6,51,79,0,0
"Syntrophobacteraceae",0,0,0,0,0,0,3,28,49,0,0
"Syntrophobacterales_unclassified",0,0,0,0,0,0,0,0,1,0,0
"1013-28-CG33_fa",0,0,0,0,0,0,0,7,4,0,0
"AT-s16_fa",0,0,0,0,0,0,0,3,10,0,0
"Acidiferrobacteraceae",0,0,0,1,0,1,9,82,39,0,0
"Acidithiobacillaceae",0,0,0,0,0,1,0,4,8,0,0
"Aeromonadaceae",0,0,0,0,0,0,0,1,5,0,0
"Alteromonadaceae",0,0,0,0,0,0,0,241,299,0,0
"Idiomarinaceae",0,0,0,0,0,0,0,282,268,0,0
"Marinobacteraceae",0,0,0,0,0,0,0,0,2,0,0
"Psychromonadaceae",0,0,0,0,0,0,0,0,4,0,0
"Shewanellaceae",0,0,0,0,0,0,0,0,2,0,0
"Beggiatoaceae",0,0,0,1,0,1,0,0,0,0,0
"A21b",66,0,55,1,0,1,0,0,0,0,0
"B1-7BS",0,0,0,0,0,2,6,14,12,0,0
"Betaproteobacteriales_unclassified",0,0,1,3,0,2,19,40,51,0,0
"Burkholderiaceae",66,0,88,218,0,237,177,235,361,30,0
"Chromobacteriaceae",0,0,0,0,0,0,2,0,0,0,0
"Gallionellaceae",0,0,0,0,0,0,2,22,13,0,0
"Hydrogenophilaceae",0,0,0,0,0,0,24,111,86,0,0
"Leeiaceae",0,0,0,0,0,0,0,4,0,0,0
"Methylophilaceae",0,0,0,1,0,0,3,8,9,0,0
"Neisseriaceae",0,0,0,0,0,0,0,0,0,8,0
"Nitrosomonadaceae",83,0,80,104,0,104,172,326,622,0,0
"Rhodocyclaceae",0,0,1,2,0,0,39,39,44,0,0
"SC-I-84",55,0,78,12,0,8,24,7,18,0,0
"TRA3-20",6,0,11,55,0,66,32,99,134,0,0
"CCD24_fa",1,0,0,5,0,4,7,96,138,0,0
"CCM19a_fa",0,0,0,0,0,0,2,4,12,0,0
"Cellvibrionaceae",0,0,0,0,0,1,0,261,397,0,0
"Cellvibrionales_unclassified",0,0,0,0,0,0,0,0,1,0,0
"Halieaceae",0,0,0,0,0,0,2,12,19,0,0
"Microbulbiferaceae",0,0,0,0,0,0,0,95,42,0,0
"Porticoccaceae",0,0,0,0,0,0,0,2,0,0,0
"Spongiibacteraceae",0,0,0,0,0,0,0,33,482,0,0
"Chromatiaceae",0,0,0,0,0,0,0,3,6,0,0
"Coxiellaceae",0,0,2,0,0,0,0,12,8,0,0
"Diplorickettsiaceae",7,0,9,4,0,3,0,7,15,0,0
"EC3_fa",0,0,0,0,0,0,0,1,0,0,0
"EPR3968-O8a-Bc78_fa",0,0,0,0,0,0,0,79,115,0,0
"Ectothiorhodospiraceae",0,0,0,0,0,0,0,2,0,0,0
"Ectothiorhodospirales_unclassified",0,0,0,0,0,0,0,3,4,0,0
"Thioalkalispiraceae",0,0,0,0,0,0,0,2,1,0,0
"Enterobacteriaceae",0,0,0,0,0,1,0,3,2,99,4428
"Francisellaceae",0,0,0,0,0,0,0,1,0,0,0
"Ga0077536_fa",0,0,0,0,0,0,0,1,1,0,0
"Gammaproteobacteria_unclassified",5,0,6,30,0,6,25,353,536,7,0
"HOC36_fa",0,0,0,0,0,0,0,41,24,0,0
"JG36-GS-52_fa",0,0,0,0,0,0,0,1,0,0,0
"JTB23_fa",0,0,0,0,0,0,0,4,4,0,0
"KI89A_clade_fa",0,0,0,0,0,0,0,25,42,0,0
"Legionellaceae",6,0,5,3,0,2,0,19,12,0,0
"MBMPE27_fa",0,0,0,0,0,0,0,1,0,0,0
"Methylococcales_unclassified",0,0,0,0,0,0,0,0,1,0,0
"Methylomonaceae",0,0,0,1,0,0,2,8,11,0,0
"Methylophagaceae",0,0,0,0,0,0,0,68,597,0,0
"Nitrosococcaceae",6,0,4,1,0,1,0,7,8,0,0
"OM182_clade_fa",0,0,0,0,0,0,0,2,3,0,0
"Alcanivoracaceae",0,0,0,0,0,0,0,2,15,0,0
"Hahellaceae",0,0,0,0,0,0,0,6,4,0,0
"Halomonadaceae",0,0,0,0,0,0,0,34,27,1,0
"Kangiellaceae",0,0,0,0,0,0,0,4,6,0,0
"Nitrincolaceae",0,0,0,0,0,0,0,24,209,0,0
"Oceanospirillales_unclassified",0,0,0,0,0,0,0,1,1,0,0
"Oleiphilaceae",0,0,0,0,0,0,0,1,7,0,0
"Pseudohongiellaceae",0,0,0,0,0,0,0,13,18,0,0
"SS1-B-06-26",0,0,0,0,0,0,0,2,10,0,0
"Saccharospirillaceae",0,0,0,0,0,0,0,27,28,0,0
"PLTA13_fa",0,0,0,3,0,1,5,91,132,0,0
"Pasteurellaceae",0,0,0,0,0,0,0,0,0,2,0
"Moraxellaceae",0,0,0,0,0,0,2,6,6,22,0
"Pseudomonadaceae",0,0,0,1,0,11,2,329,5244,81,1284
"R7C24_fa",1,0,2,0,0,9,1,13,28,0,0
"Algiphilaceae",0,0,0,0,0,0,0,0,4,0,0
"Salinisphaerales_unclassified",0,0,0,0,0,0,0,1,1,0,0
"Solimonadaceae",0,0,5,0,0,0,0,23,54,0,0
"Steroidobacteraceae",7,0,3,33,0,32,30,52,60,5,0
"Woeseiaceae",0,0,0,4,0,1,0,206,291,0,0
"Vibrionaceae",0,0,0,0,0,0,0,1,1,4,0
"Rhodanobacteraceae",1,0,0,4,0,14,6,28,29,0,0
"Xanthomonadaceae",1,0,3,44,0,59,12,811,1007,7,0
"Xanthomonadales_unclassified",1,0,3,0,0,0,0,13,28,0,0
"Proteobacteria_unclassified",18,0,15,11,0,18,8,37,50,0,0
"Methylomirabilaceae",0,0,0,0,0,0,2,0,5,0,0
"Rokubacteriales_fa",179,0,174,122,2,148,26,122,145,1,0
"Schekmanbacteria_fa",0,0,0,0,0,0,1,1,2,0,0
"LH041",0,0,0,0,0,0,0,0,1,0,0
"Leptospiraceae",0,0,0,0,0,0,1,2,1,0,0
"Spirochaetes_fa",0,0,0,0,0,0,0,1,0,0,0
"Brevinemataceae",0,0,0,0,0,0,1,0,0,0,0
"Spirochaetaceae",0,0,0,0,0,1,8,9,14,0,0
"V2072-189E03_fa",0,0,0,0,0,0,1,0,0,0,0
"TA06_fa",0,0,0,0,0,0,0,1,0,0,0
"Haloplasmataceae",0,0,0,0,0,1,0,0,0,0,0
"01D2Z36",0,0,0,0,0,0,0,1,0,0,0
"Chthoniobacteraceae",828,0,907,290,1,407,5,13,22,0,0
"Chthoniobacterales_unclassified",0,0,1,5,0,4,0,0,0,0,0
"Terrimicrobiaceae",0,0,1,0,0,0,0,1,0,0,0
"Xiphinematobacteraceae",0,0,8,5,0,2,0,86,65,0,0
"Methylacidiphilaceae",0,0,0,0,0,0,0,0,3,0,0
"Opitutaceae",21,0,29,39,0,62,30,51,95,0,0
"Opitutales_unclassified",0,0,0,0,0,0,0,2,1,0,0
"Puniceicoccaceae",1,0,0,0,0,0,0,9,15,0,0
"Pedosphaeraceae",223,0,273,96,0,136,124,150,238,0,0
"S-BQ2-57_soil_group_fa",1,0,4,1,0,2,0,1,7,0,0
"Verrucomicrobiae_unclassified",2,0,4,0,0,0,2,15,29,0,0
"DEV007",0,0,0,1,0,0,1,103,85,0,0
"Rubritaleaceae",1,0,0,3,0,4,10,78,109,0,0
"Verrucomicrobiaceae",8,0,1,45,0,47,3,27,29,0,0
"Verrucomicrobiales_unclassified",0,0,0,0,0,0,2,3,0,0,0
"WPS-2_fa",1,0,0,6,0,5,0,3,2,0,0
"WS1_fa",0,0,0,0,0,0,1,1,0,0,0
"WS2_fa",5,0,2,9,0,15,0,7,9,0,0
"WS4_fa",0,0,0,0,0,0,1,0,0,0,0
"Zixibacteria_fa",0,0,0,0,0,0,6,11,6,0,0
